seed,original_index,text,gemma-3-27b-it,granite-3.3-8b-instruct,mistral-small-3.1
33,5143,"Flooding is likely in multiple regions, including Southern Texas, Mid-Missouri Valley, Upper Mississippi Valley, and the Great Lakes.",1,1,1
33,5144,"Periods of heavy convective rains are likely from Texas northward, with a local threat for excessive rainfall and severe weather as the Gulf of Mexico remains open.",1,1,1
33,5145,"Operating profit for the nine-month period increased from EUR3 .1 m and net sales increased from EUR61 .5 m , as compared to the corresponding period in 2007 .",0,0,0
33,5146,"Rainfall is expected to increase late week into the weekend, especially in the southern and eastern regions, with a marginal risk of excessive rainfall in southeastern Louisiana.",1,1,1
33,5147,"Chilly temperatures are expected across the northern Rockies to the Upper Midwest, with highs 20-25F below average (40s and 50s).",1,1,1
33,5148,Financial terms were n't disclosed .,0,0,0
33,5149,Winds may be strong in the Northern Plains and Rockies.,1,0,0
33,5150,"Goodwill and other intangible assets account for some 2.0 mln euro ( $ 2.6 mln ) of the purchase price , 20 pct of which payable in Aspo shares .",0,0,0
33,5151,"Heavier rain anticipated in the Interior West early in the week, shifting to the Southeast and Mid-Atlantic as a cold front approaches.",1,1,1
33,5152,Some monsoonal moisture may reach Southern California if retrogression occurs.,1,1,0
33,5153,Morgan Stanley noted that the ETFs in his portfolio exponentially grew from 21 Aug 2024 to 2024/08/21.,0,1,0
33,5154,Technology amp Health: @ Compaq Computer @ Posts a 51% Surge @,0,1,0
33,5155,"High temperatures in the Desert Southwest will exceed 110F with lows in the 80s to 90s, while oppressive humidity in eastern Texas and the Lower Mississippi Valley could produce heat indices approaching 120F.",1,1,1
33,5156,"Above-normal temperatures anticipated in the Southwest, Southern Plains, Midwest, and Northeast from Day 3-7.",1,1,1
33,5157,"Overall, warm to hot weather expected over the western-central U.S. during the week.",1,1,1
33,5158,It-,0,0,0
33,5159,"Milder air will extend over southeastern Canada and the Lower 48 midweek, but temperatures will trend cooler as the front progresses eastward.",1,1,1
33,5160,The pattern is expected to shift towards a dominant upper-level ridge east of the continental divide.,1,1,1
33,5161,"Freezing rain, sleet, or snow possible in regions north of the storm track where cold air is present.",1,1,0
33,5162,"Highs will be 5-10F above normal into Tuesday, gradually returning to normal, with cooler air moving in from the Northwest influencing temperatures.",1,1,1
33,5163,Mortgage rates topped 4 percent this week for the first time in nearly three years  and are expected to keep climbing.,1,1,1
33,5164,"Below normal temperatures (anomalies of minus 5-15F) will shift from the West Coast to the northern Plains by Sun-Mon, with the central and eastern states experiencing above normal temperatures, particularly warm lows influenced by tropical air associated with Florence.",1,1,1
33,5165,"Tropical Storm Eta could strengthen into a hurricane and impact Florida, leading to hazardous marine conditions and rainfall regardless of landfall.",1,1,1
33,5166,"Overall, expect low confidence in specific precipitation amounts and timing, as models diverge on weather system movements.",1,1,1
33,5167,"On 08/21/2024, policy analyst David Chen speculates that the approval ratings for the new president will likely increase.",1,1,1
33,5168,"In the interior West and Texas, temperatures are projected to be near to above average, with possible record highs.",1,1,1
33,5169,"A large closed low will develop across eastern Canada, affecting the eastern US.",1,1,0
33,5170,"Cool temperatures of 10-15F below normal persist in the Great Lakes/Northeast into the end of the week, transitioning to near to above normal temperatures by Saturday.",1,1,1
33,5171,"Much above normal temperatures are forecasted for portions of mainland Alaska on April 19-20, with heavy precipitation expected in the Alaska Panhandle and mainland Alaska during the specified dates.",1,1,1
33,5172,"Lemminkainen Infra Oy 's subsidiary Lemminkainen Sverige AB will perform the construction work , which is expected to start in early 2011 and to be completed in the summer of 2013 .",1,1,1
33,5173,"Moderate to heavy rain is expected across northern California and the western Oregon-Washington coast from Wednesday to Friday, with further rains forecasted in western Washington on Saturday and Sunday.",1,1,1
33,5174,Her last position in Nokia Siemens Networks was head of Business Human Resources NSN global IT .,0,0,0
33,5175,Earhart was just a passenger in June 1928 when she became the first woman on board a plane crossing the Atlantic.,0,0,0
33,5176,"Lots of readers responded to my Jan. 5 newsletter discussing a new book, Money Magic: An Economists Secrets to More Money, Less Risk, and a Better Life, by the Boston University economist Laurence Kotlikoff.",0,0,0
33,5177,"Eastern U.S. to experience very warm temperatures, with anomalies of 15-25F for minimums and max temperatures exceeding 10F above normal until a cold front arrives midweek.",1,1,1
33,5178,Decisions are to be made as quickly as possible .,0,0,0
33,5179,"That's the Madden prediction, by the way.",1,1,0
33,5180,The warm pattern will limit winter weather coverage primarily to the Upper Mississippi Valley eastward.,1,1,1
33,5181,"Hurricane Lee's track is under observation, with potential impacts on New England and the Canadian Maritimes.",0,1,0
33,5182,"Overall, notable atmospheric signals indicate flooding potential in various regions, especially the Lower Mississippi Valley, Tennessee Valley, and the Ohio Valley, with high winds expected across the Plains from March 13-14.",1,1,1
33,5183,"An hour later, the small cemetery would be thronged by thousands of mourners burying 12 fighters from a Kurdish-led force who were killed battling the recent Islamic State attack on a prison in northeast Syria.",1,0,1
33,5184,Highest rainfall totals are forecasted over and just west of the mid-lower Mississippi Valley into the Ohio Valley.,1,1,1
33,5185,"A positively-tilted mean trough affects the Pacific Northwest, with weak positive height anomalies in the southern Plains suggesting above-normal temperatures there.",1,0,0
33,5186,"Slightly cooler conditions are anticipated in the Southwest and Central Rockies early in the week, with gradual warming expected thereafter.",1,1,1
33,5187,"McCurry on Friday ``I want to be absolutely clear, to the extent there is any implication or the slightest suggestion that Mrs. Currie believes that the President or anyone else tried to influence her recollection, that is absolutely false and a mischaracterization of the facts.",0,0,0
33,5188,21 December 2010 - Finnish industrial machinery company Wartsila Oyj Abp HEL : WRT1V said yesterday it had won an order to design a liquefied natural gas LNG powered platform supply vessel PSV for Norwegian oil service provider Eidesvik Offshore ASA OSL : EIOF .,0,0,0
33,5189,There is a potential for the Gulf complex to transition into a tropical cyclone due to Patricia's intensity and the survival of mid-level vorticity.,1,1,0
33,5190,"SysOpen Digia Plc , Press release , 7 February 2006 IBM Finland has rewarded its most distinguished partner companies for 2005 .",0,0,0
33,5191,"The floor area of the Yliopistonrinne project will be 7,900 sq m and the building 's gross area will total 12,800 sq m. A total 25.1 % of the facilities have been let .",0,0,0
33,5192,"Model guidance indicates a less amplified and more progressive weather pattern across the CONUS from September 26 to 30, 2016.",1,1,1
33,5193,"Showers are expected in the Northeast by Wednesday, with a surface low bringing a warm front and cooler air along with the cool front moving into the Northeast.",1,1,0
33,5194,"The potential for a strong system in the mid-upper Mississippi Valley by day 5 (Thursday) remains uncertain, with support from eastern Pacific energy.",1,1,0
33,5195,"Heavy snow and ice threats will affect the Great Basin, Rockies, Plains, Midwest, Great Lakes, and Northeast early to midweek, transitioning to heavy rain and convection over the South and East Coast later in the week.",1,1,1
33,5196,"Rain and high-elevation snow expected in the northern half of California and the Pacific Northwest, with several inches of accumulation possible in favored locations.",1,1,1
33,5197,High winds will also affect the central Great Basin and northern/central Rockies during the same period.,1,1,1
33,5198,"Bertin Nadeau, newly appointed chairman and interim chief executive of Provigo, would n't say if Mr. Lortie was asked to leave.",0,0,0
33,5199,2740.0 +15.6 @SAT Telecom (France) .............,0,0,0
33,5200,"An amplified upper-level pattern is predicted, featuring a ridge near the West Coast and a broad trough with embedded shortwaves over the eastern U.S. Expect dry weather across most of the continental U.S., with light snow showers likely in the Upper Midwest, Great Lakes, and New England.",1,1,1
33,5201,12.0 -17.9 @Beverly Enterprises ( U.S.) ......,0,0,0
33,5202,"High confidence exists for heavy rain across the Great Lakes, Northern Plains, and potential flooding in the Upper Mississippi Valley and Northern Great Basin.",1,1,0
